canonical_url,date_published,domain,from_user_botscore,from_user_id,from_user_screen_name,id,is_mention,original_query,pub_date,site_domain,site_type,title,to_user_botscore,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,tweet_url,url_id,url_raw
,2019-07-17T03:57:20Z,,0.267344,59870182,kennydeluxe,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T03:57:20Z,,claim,,,906714234,_mwezii,2019-07-17T03:57:20Z,1151340081095094272,retweet,https://twitter.com/kennydeluxe/status/1151340081095094272,,
,2019-07-17T04:00:43Z,,0.0379801,1580784115,alondramlln,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:00:43Z,,claim,,0.0411067,574307370,fred_rachel,2019-07-17T04:00:43Z,1151340932391997440,retweet,https://twitter.com/alondramlln/status/1151340932391997440,,
,2019-07-17T04:01:18Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:01:18Z,,claim,,0.182079,2889982095,alexacvega,2019-07-17T04:01:18Z,1151341076847968256,retweet,https://twitter.com/wanderlusthot/status/1151341076847968256,,
,2019-07-17T04:01:45Z,,0.72484,3313874269,KarimdvG,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:01:45Z,,claim,,0.128516,780489966,kelvinpr51,2019-07-17T04:01:45Z,1151341189142110208,retweet,https://twitter.com/KarimdvG/status/1151341189142110208,,
,2019-07-17T04:01:52Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:01:52Z,,claim,,0.454006,393669345,PicoretaPr,2019-07-17T04:01:52Z,1151341221907968000,mention,https://twitter.com/jandudo/status/1151341221907968000,,
,2019-07-17T04:01:52Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:01:52Z,,claim,,,1120096048582676481,glambyjosy,2019-07-17T04:01:52Z,1151341221907968000,mention,https://twitter.com/jandudo/status/1151341221907968000,,
,2019-07-17T04:01:52Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:01:52Z,,claim,,0.0520294,44810912,Herrmann_Turme,2019-07-17T04:01:52Z,1151341221907968000,mention,https://twitter.com/jandudo/status/1151341221907968000,,
,2019-07-17T04:02:25Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:02:25Z,,claim,,0.0350826,2667785743,LexaJennin99,2019-07-17T04:02:25Z,1151341356897447939,retweet,https://twitter.com/wanderlusthot/status/1151341356897447939,,
,2019-07-17T04:02:37Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:02:37Z,,claim,,,1120096048582676481,glambyjosy,2019-07-17T04:02:37Z,1151341407350788096,mention,https://twitter.com/jandudo/status/1151341407350788096,,
,2019-07-17T04:02:37Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:02:37Z,,claim,,0.0520294,44810912,Herrmann_Turme,2019-07-17T04:02:37Z,1151341407350788096,mention,https://twitter.com/jandudo/status/1151341407350788096,,
,2019-07-17T04:03:27Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:03:27Z,,claim,,0.0562449,1089979724,__acostafa,2019-07-17T04:03:27Z,1151341618345193473,retweet,https://twitter.com/Edcorrbae8/status/1151341618345193473,,
,2019-07-17T04:05:09Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:05:09Z,,claim,,,906714234,_mwezii,2019-07-17T04:05:09Z,1151342047053283328,mention,https://twitter.com/jandudo/status/1151342047053283328,,
,2019-07-17T04:05:42Z,,,1108003879285862401,drivtexi99,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:05:42Z,,claim,,0.0350826,985357266,F_rankie_,2019-07-17T04:05:42Z,1151342183238295553,retweet,https://twitter.com/drivtexi99/status/1151342183238295553,,
,2019-07-17T04:06:06Z,,0.267344,59870182,kennydeluxe,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:06:06Z,,claim,,,890270912888569857,GUSTAVOSVIDEOS,2019-07-17T04:06:06Z,1151342287772966912,retweet,https://twitter.com/kennydeluxe/status/1151342287772966912,,
,2019-07-17T04:06:18Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:06:18Z,,claim,,0.0765131,153718992,erjusinoa,2019-07-17T04:06:18Z,1151342335583588352,mention,https://twitter.com/jandudo/status/1151342335583588352,,
,2019-07-17T04:06:57Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:06:57Z,,claim,,,337475082,alejandrohern88,2019-07-17T04:06:57Z,1151342500315107328,mention,https://twitter.com/jandudo/status/1151342500315107328,,
,2019-07-17T04:06:57Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:06:57Z,,claim,,,906714234,_mwezii,2019-07-17T04:06:57Z,1151342500315107328,mention,https://twitter.com/jandudo/status/1151342500315107328,,
,2019-07-17T04:07:34Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:07:34Z,,claim,,0.596776,1146989442667831296,amilexayala,2019-07-17T04:07:34Z,1151342655202373637,retweet,https://twitter.com/Edcorrbae8/status/1151342655202373637,,
,2019-07-17T04:08:14Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:14Z,,claim,,0.0607801,351789239,maramora,2019-07-17T04:08:14Z,1151342823955927045,mention,https://twitter.com/jandudo/status/1151342823955927045,,
,2019-07-17T04:08:14Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:14Z,,claim,,0.128516,306427804,LuisAnthony40,2019-07-17T04:08:14Z,1151342823955927045,mention,https://twitter.com/jandudo/status/1151342823955927045,,
,2019-07-17T04:08:14Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:14Z,,claim,,0.148121,883640791,kevin12ro,2019-07-17T04:08:14Z,1151342823955927045,mention,https://twitter.com/jandudo/status/1151342823955927045,,
,2019-07-17T04:08:14Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:14Z,,claim,,0.027614,40255499,ricky_martin,2019-07-17T04:08:14Z,1151342823955927045,mention,https://twitter.com/jandudo/status/1151342823955927045,,
,2019-07-17T04:08:14Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:14Z,,claim,,0.0607801,80013913,ricardorossello,2019-07-17T04:08:14Z,1151342823955927045,mention,https://twitter.com/jandudo/status/1151342823955927045,,
,2019-07-17T04:08:16Z,,0.148121,965022623200694274,HopeFR24,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:16Z,,claim,,0.0889952,374118908,luboso1966,2019-07-17T04:08:16Z,1151342831090511872,mention,https://twitter.com/HopeFR24/status/1151342831090511872,,
,2019-07-17T04:08:16Z,,0.148121,965022623200694274,HopeFR24,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:08:16Z,,claim,,0.111167,498540707,barricada_azul1,2019-07-17T04:08:16Z,1151342831090511872,mention,https://twitter.com/HopeFR24/status/1151342831090511872,,
,2019-07-17T04:09:15Z,,,896229672828248064,inmxrtal,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:09:15Z,,claim,,0.0765131,717391626251870208,smila54,2019-07-17T04:09:15Z,1151343079443587072,retweet,https://twitter.com/inmxrtal/status/1151343079443587072,,
,2019-07-17T04:09:26Z,,0.0444788,566863281,juvvmn,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:09:26Z,,claim,,0.0765131,4780727774,hernandezpao028,2019-07-17T04:09:26Z,1151343123118874624,retweet,https://twitter.com/juvvmn/status/1151343123118874624,,
,2019-07-17T04:09:28Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:09:28Z,,claim,,,802358081166475264,mvrianela,2019-07-17T04:09:28Z,1151343133046845440,retweet,https://twitter.com/wanderlusthot/status/1151343133046845440,,
,2019-07-17T04:10:27Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:10:27Z,,claim,,,1088095438627106816,fabian_Ramire_z,2019-07-17T04:10:27Z,1151343380565307393,retweet,https://twitter.com/agonzsls_/status/1151343380565307393,,
,2019-07-17T04:10:36Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:10:36Z,,claim,,0.0889952,3627396872,diazjennifer746,2019-07-17T04:10:36Z,1151343419635195910,retweet,https://twitter.com/Edcorrbae8/status/1151343419635195910,,
,2019-07-17T04:11:03Z,,0.1285158337598371,804080520774750208,escontraccion,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:11:03Z,,claim,,0.0350826,38033101,VinoViej0,2019-07-17T04:11:03Z,1151343531585351685,retweet,https://twitter.com/escontraccion/status/1151343531585351685,,
,2019-07-17T04:11:56Z,,0.267344,59870182,kennydeluxe,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:11:56Z,,claim,,0.182079,3322783004,dollface988,2019-07-17T04:11:56Z,1151343755879964672,retweet,https://twitter.com/kennydeluxe/status/1151343755879964672,,
,2019-07-17T04:12:05Z,,,1150751341649809408,MatteMaticoPR,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:12:05Z,,claim,,0.0765131,153718992,erjusinoa,2019-07-17T04:12:05Z,1151343792039047168,quote,https://twitter.com/MatteMaticoPR/status/1151343792039047168,,
,2019-07-17T04:12:32Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:12:32Z,,claim,,,297113006,DimeKenny_,2019-07-17T04:12:32Z,1151343905251700736,retweet,https://twitter.com/Edcorrbae8/status/1151343905251700736,,
,2019-07-17T04:13:11Z,,0.1285158337598371,804080520774750208,escontraccion,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:13:11Z,,claim,,0.0444788,2190734091,DaneillyA,2019-07-17T04:13:11Z,1151344067206418432,retweet,https://twitter.com/escontraccion/status/1151344067206418432,,
,2019-07-17T04:14:14Z,,0.148121,965022623200694274,HopeFR24,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:14:14Z,,claim,,0.128516,306427804,LuisAnthony40,2019-07-17T04:14:14Z,1151344332819054592,mention,https://twitter.com/HopeFR24/status/1151344332819054592,,
,2019-07-17T04:14:14Z,,0.148121,965022623200694274,HopeFR24,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:14:14Z,,claim,,0.027614,40255499,ricky_martin,2019-07-17T04:14:14Z,1151344332819054592,mention,https://twitter.com/HopeFR24/status/1151344332819054592,,
,2019-07-17T04:14:14Z,,0.148121,965022623200694274,HopeFR24,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:14:14Z,,claim,,0.0607801,80013913,ricardorossello,2019-07-17T04:14:14Z,1151344332819054592,mention,https://twitter.com/HopeFR24/status/1151344332819054592,,
,2019-07-17T04:14:55Z,,0.0379801,1580784115,alondramlln,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:14:55Z,,claim,,0.182079,2612741454,joanmar_e,2019-07-17T04:14:55Z,1151344502558343169,retweet,https://twitter.com/alondramlln/status/1151344502558343169,,
,2019-07-17T04:15:08Z,,0.0765131,153718992,erjusinoa,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:15:08Z,,claim,,0.0481137,119767049,freyathais,2019-07-17T04:15:08Z,1151344560280428544,retweet,https://twitter.com/erjusinoa/status/1151344560280428544,,
,2019-07-17T04:15:37Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:15:37Z,,claim,,,3105434766,duhhitsval,2019-07-17T04:15:37Z,1151344681504169984,retweet,https://twitter.com/agonzsls_/status/1151344681504169984,,
,2019-07-17T04:17:05Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:17:05Z,,claim,,0.0350826,3426463247,iBradleey,2019-07-17T04:17:05Z,1151345048031768576,retweet,https://twitter.com/agonzsls_/status/1151345048031768576,,
,2019-07-17T04:17:43Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:17:43Z,,claim,,,811225606427918336,joeyeduardo1234,2019-07-17T04:17:43Z,1151345209835438080,retweet,https://twitter.com/Edcorrbae8/status/1151345209835438080,,
,2019-07-17T04:18:09Z,,0.221796,840632208603922432,tbodowoon,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:09Z,,claim,,0.616428,975020611939512321,kookvgloss,2019-07-17T04:18:09Z,1151345316203061248,retweet,https://twitter.com/tbodowoon/status/1151345316203061248,,
,2019-07-17T04:18:22Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:22Z,,claim,,,1120096048582676481,glambyjosy,2019-07-17T04:18:22Z,1151345374126387200,mention,https://twitter.com/jandudo/status/1151345374126387200,,
,2019-07-17T04:18:22Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:22Z,,claim,,,1137888509069598722,jey_blake5,2019-07-17T04:18:22Z,1151345374126387200,mention,https://twitter.com/jandudo/status/1151345374126387200,,
,2019-07-17T04:18:22Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:22Z,,claim,,0.0520294,44810912,Herrmann_Turme,2019-07-17T04:18:22Z,1151345374126387200,mention,https://twitter.com/jandudo/status/1151345374126387200,,
,2019-07-17T04:18:50Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:50Z,,claim,,0.0411067,992063359,__nvti,2019-07-17T04:18:50Z,1151345488555335680,retweet,https://twitter.com/wanderlusthot/status/1151345488555335680,,
,2019-07-17T04:18:57Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:18:57Z,,claim,,0.0444788,1219985102,johnferia1,2019-07-17T04:18:57Z,1151345521484795904,retweet,https://twitter.com/agonzsls_/status/1151345521484795904,,
,2019-07-17T04:19:20Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:19:20Z,,claim,,,1482379538,hernandezponsmd,2019-07-17T04:19:20Z,1151345617018544128,mention,https://twitter.com/jandudo/status/1151345617018544128,,
,2019-07-17T04:19:20Z,,0.11116719108518804,55441373,jandudo,,true,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:19:20Z,,claim,,,906714234,_mwezii,2019-07-17T04:19:20Z,1151345617018544128,mention,https://twitter.com/jandudo/status/1151345617018544128,,
,2019-07-17T04:19:31Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:19:31Z,,claim,,,879541132811698177,arianaamyaa,2019-07-17T04:19:31Z,1151345663122321408,retweet,https://twitter.com/agonzsls_/status/1151345663122321408,,
,2019-07-17T04:19:50Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:19:50Z,,claim,,,732932929987432449,tahynit,2019-07-17T04:19:50Z,1151345743141244928,retweet,https://twitter.com/wanderlusthot/status/1151345743141244928,,
,2019-07-17T04:20:08Z,,0.0607801,2395239080,RVelezFernandez,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:20:08Z,,claim,,0.336555,965378234765529091,BHStatehood4PR,2019-07-17T04:20:08Z,1151345818051534848,retweet,https://twitter.com/RVelezFernandez/status/1151345818051534848,,
,2019-07-17T04:21:36Z,,0.0959028,526520110,softerbelle,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:21:36Z,,claim,,,4604531482,valeriaanayzz,2019-07-17T04:21:36Z,1151346187276050433,retweet,https://twitter.com/softerbelle/status/1151346187276050433,,
,2019-07-17T04:21:48Z,,0.267344,59870182,kennydeluxe,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:21:48Z,,claim,,0.0323988,57553466,harlee_quinx,2019-07-17T04:21:48Z,1151346238035496962,retweet,https://twitter.com/kennydeluxe/status/1151346238035496962,,
,2019-07-17T04:22:01Z,,0.0323988,423768527,______songohan,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:22:01Z,,claim,,,1104167852389662721,nicolele_drr,2019-07-17T04:22:01Z,1151346293429690369,retweet,https://twitter.com/______songohan/status/1151346293429690369,,
,2019-07-17T04:22:03Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:22:03Z,,claim,,,732932929987432449,tahynit,2019-07-17T04:22:03Z,1151346301382156288,retweet,https://twitter.com/agonzsls_/status/1151346301382156288,,
,2019-07-17T04:22:22Z,,0.267344,59870182,kennydeluxe,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:22:22Z,,claim,,0.0350826,1086673165,bocadodecoco,2019-07-17T04:22:22Z,1151346377466793988,retweet,https://twitter.com/kennydeluxe/status/1151346377466793988,,
,2019-07-17T04:23:29Z,,0.128516,2574965460,mlaboy15,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:23:29Z,,claim,,0.0765131,89363431,vemafi,2019-07-17T04:23:29Z,1151346658896207872,retweet,https://twitter.com/mlaboy15/status/1151346658896207872,,
,2019-07-17T04:23:50Z,,0.194668,3984355365,soyguu4,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:23:50Z,,claim,,0.0765131,89363431,vemafi,2019-07-17T04:23:50Z,1151346750030077953,retweet,https://twitter.com/soyguu4/status/1151346750030077953,,
,2019-07-17T04:23:59Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:23:59Z,,claim,,,1107073250620829696,girlhotMj,2019-07-17T04:23:59Z,1151346785891299328,retweet,https://twitter.com/Edcorrbae8/status/1151346785891299328,,
,2019-07-17T04:24:15Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:24:15Z,,claim,,,870379720625590274,PETlTCAUCHEMAR,2019-07-17T04:24:15Z,1151346851704135680,retweet,https://twitter.com/wanderlusthot/status/1151346851704135680,,
,2019-07-17T04:25:32Z,,0.0444788,566863281,juvvmn,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:25:32Z,,claim,,,1271381239,kiaraa_02,2019-07-17T04:25:32Z,1151347177035390976,retweet,https://twitter.com/juvvmn/status/1151347177035390976,,
,2019-07-17T04:25:40Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:25:40Z,,claim,,,827315767599325184,aloriveraaa,2019-07-17T04:25:40Z,1151347208031260672,retweet,https://twitter.com/agonzsls_/status/1151347208031260672,,
,2019-07-17T04:26:41Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:26:41Z,,claim,,0.0520294,3704430020,anmrpg,2019-07-17T04:26:41Z,1151347464504524801,retweet,https://twitter.com/wanderlusthot/status/1151347464504524801,,
,2019-07-17T04:26:48Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:26:48Z,,claim,,0.0959028,880213905628430337,smob1129,2019-07-17T04:26:48Z,1151347493587828737,retweet,https://twitter.com/wanderlusthot/status/1151347493587828737,,
,2019-07-17T04:28:26Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:28:26Z,,claim,,0.0825397,1061831886627061760,jeaan04,2019-07-17T04:28:26Z,1151347907158786048,retweet,https://twitter.com/agonzsls_/status/1151347907158786048,,
,2019-07-17T04:31:42Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:31:42Z,,claim,,0.0481137,621481850,PedroZambrana1,2019-07-17T04:31:42Z,1151348728202256385,retweet,https://twitter.com/Edcorrbae8/status/1151348728202256385,,
,2019-07-17T04:32:18Z,,0.128516,379805625,azulmariposa6,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:32:18Z,,claim,,0.0765131,89363431,vemafi,2019-07-17T04:32:18Z,1151348879046205440,retweet,https://twitter.com/azulmariposa6/status/1151348879046205440,,
,2019-07-17T04:33:32Z,,0.0379801,1580784115,alondramlln,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:33:32Z,,claim,,,4358268492,gleeriss,2019-07-17T04:33:32Z,1151349190519341056,retweet,https://twitter.com/alondramlln/status/1151349190519341056,,
,2019-07-17T04:34:18Z,,0.0323988,58523230,agonzsls_,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:34:18Z,,claim,,0.0481137,110253857,shalyperez,2019-07-17T04:34:18Z,1151349381825798145,retweet,https://twitter.com/agonzsls_/status/1151349381825798145,,
,2019-07-17T04:38:26Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:38:26Z,,claim,,0.0959028,885660845291831297,key_rosado_,2019-07-17T04:38:26Z,1151350422629691392,retweet,https://twitter.com/wanderlusthot/status/1151350422629691392,,
,2019-07-17T04:39:30Z,,0.28378247513569405,4677814688,wanderlusthot,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:39:30Z,,claim,,0.0656556,3015787012,_palmah_,2019-07-17T04:39:30Z,1151350692130500608,retweet,https://twitter.com/wanderlusthot/status/1151350692130500608,,
,2019-07-17T04:39:57Z,,,1916062110,Angel9474,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:39:57Z,,claim,,0.616428,975020611939512321,kookvgloss,2019-07-17T04:39:57Z,1151350806005846017,retweet,https://twitter.com/Angel9474/status/1151350806005846017,,
,2019-07-17T04:40:17Z,,0.72484,3313874269,KarimdvG,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T04:40:17Z,,claim,,0.0444788,1583515068,Cristian_Rosari,2019-07-17T04:40:17Z,1151350888772067328,retweet,https://twitter.com/KarimdvG/status/1151350888772067328,,
,2019-07-17T03:15:50Z,,0.05202936550695904,723623318239080448,Edcorrbae8,,false,query=%23RickySeQueda&sort=recent&type=Twitter,2019-07-17T03:15:50Z,,claim,,0.0825397,1478513808,juanortiiz12,2019-07-17T03:15:50Z,1151329637563293696,retweet,https://twitter.com/Edcorrbae8/status/1151329637563293696,,
